item_name,station,day_served,meal_time,calories,contains_eggs,contains_fish,contains_milk,contains_peanuts,contains_shellfish,contains_soy,contains_treenuts,contains_wheat,is_gluten_free,is_halal,is_kosher,is_locally_grown,is_organic,is_vegan,is_vegetarian
egg & cheese muffin,streetfare,monday,breakfast,270,True,False,True,False,False,True,False,True,False,,,False,False,False,False
cheddar & onion frittata,streetfare,monday,breakfast,270,True,False,True,False,False,False,False,False,True,False,,False,False,False,True
hash brown potatoes,streetfare,monday,breakfast,130,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
turkey sausage link,streetfare,monday,breakfast,110,False,False,False,False,False,False,False,False,True,,,False,False,False,False
apple cinnamon scone,dtg,tuesday,breakfast,120,True,False,True,False,False,True,False,True,False,,,False,False,False,True
double chocolate chip mini muffin,dtg,tuesday,breakfast,120,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
pumpkin pie donut bites,dtg,tuesday,breakfast,210,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
three cheese & ham strata,streetfare,tuesday,breakfast,300,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
home fries,streetfare,tuesday,breakfast,140,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True
cranberry-peach mini muffin,dtg,wednesday,breakfast,90,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
cinnamon-sugar donut,dtg,wednesday,breakfast,280,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
donut bites,dtg,thursday,breakfast,210,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
whole grain blueberry mini muffin,dtg,thursday,breakfast,80,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
moist apple crumb cake,dtg,thursday,breakfast,300,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
chocolate donut bites,dtg,friday,breakfast,210,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
pumpkin & cheese mini muffin,dtg,friday,breakfast,100,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
breakfast stromboli with sausage,streetfare,friday,breakfast,380,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
middle eastern chickpea toast,green st. lto,monday,lunch,270,,,,,,,,,,,,False,False,False,True
mozzarella sticks,ignite grill,monday,lunch,480,,,True,,,,,True,False,,,False,False,False,False
fish and chips,ignite lto,monday,lunch,370,False,True,True,False,False,False,False,True,False,,,False,False,False,False
ham & swiss melt,green st. panini,monday,lunch,500,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
italian meat lover's panini,green st. panini,monday,lunch,340,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
chipotle chicken tortilla soup,green st. panini,monday,lunch,100,,,,,,,,,,,,False,False,False,False
minestrone soup,green st. panini,monday,lunch,110,True,False,True,False,False,True,False,True,False,,,False,False,False,False
sriracha-slaw black bean burger,uc veg hot,monday,lunch,360,False,False,False,False,False,True,False,True,False,False,,False,False,True,True
smashed avocado toast,uc veg lto,monday,lunch,230,False,False,False,False,False,True,False,True,False,,,False,False,False,True
pickled cucumber & mint salad,uc veg salad bar,monday,lunch,30,False,False,False,False,False,False,False,False,True,True,,False,False,True,True
buffalo chicken mac & cheese,vespa lto,monday,lunch,310,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
garlic shrimp flatbread,vespa pizza,monday,lunch,430,True,False,True,False,True,True,False,True,False,,False,False,False,False,False
mushroom & onion pizza,vespa pizza,monday,lunch,270,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
italian wrap,green st. lto,tuesday,lunch,210,,,,,,,,,,,,False,False,False,False
portobello mushroom taco with corn,uc veg hot,tuesday,lunch,140,,,,,,,,,,,,False,False,True,True
arugula chickpea salad,uc veg salad bar,tuesday,lunch,130,False,False,False,False,False,False,False,False,False,False,,False,False,False,True
rigatoni with anise herbed pulled pork,vespa lto,tuesday,lunch,680,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
shakshuka pizza,vespa pizza,tuesday,lunch,350,,,,,,,,,,,,False,False,False,True
grilled vegetable pizza,vespa pizza,tuesday,lunch,610,,,,,,,,,,,,False,False,False,False
grilled chicken caesar wrap,green st. lto,wednesday,lunch,300,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
buffalo-style chicken wings,ignite lto,wednesday,lunch,310,,,,,,,,,,,,False,False,False,False
sweet potato & poblano salad,uc veg salad bar,wednesday,lunch,90,False,False,False,False,False,False,False,False,True,True,,False,False,False,True
chicken parmesan stromboli,vespa pizza,wednesday,lunch,300,True,False,True,False,False,True,False,True,False,,False,False,False,False,False
philly cheesesteak stromboli,vespa pizza,wednesday,lunch,340,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
pimento cheese & bacon toast,green st. lto,thursday,lunch,430,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
curried chickpeas,uc veg hot,thursday,lunch,200,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
old-fashioned coleslaw,uc veg salad bar,thursday,lunch,150,True,False,False,False,False,False,False,False,True,,,False,False,False,True
buffalo chicken pizza,vespa pizza,thursday,lunch,270,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
kale pesto turkey ciabatta,green st. lto,friday,lunch,310,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
crispy pollock sandwich,ignite grill,friday,lunch,380,False,True,False,False,False,False,False,True,False,,,False,False,False,False
buffalo blue chicken panini,green st. panini,friday,lunch,350,,,,,,,,,,,,False,False,False,False
kung pao cauliflower,uc veg hot,friday,lunch,270,False,False,False,True,False,True,False,True,False,,False,False,False,True,True
creamy vegan potato salad,uc veg salad bar,friday,lunch,190,False,False,False,False,False,False,False,False,True,False,,False,False,True,True
super veggie whole grain flatbread,vespa pizza,friday,lunch,300,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
mediterranean white bean salad,uc veg salad bar,saturday,lunch,90,False,False,False,False,False,False,False,False,True,,True,False,False,True,True
mexican black bean salad,uc veg salad bar,sunday,lunch,130,False,False,False,False,False,False,False,False,True,False,,False,False,True,True
chocolate chip blondie,dtg,monday,dinner,280,True,False,True,False,False,True,False,True,False,False,,False,False,False,True
pumpkin whoopie pie,dtg,monday,dinner,190,,,,,,,,,,,,False,False,False,True
seasoned roast beef,green st. deli,monday,dinner,120,False,False,False,False,False,False,False,False,True,True,,False,False,False,False
chicken guacamole wrap,green st. lto,monday,dinner,180,,,,,,,,,,,,False,False,False,False
turkey burger on white roll,ignite grill,monday,dinner,360,False,False,False,False,False,False,False,True,False,False,,False,False,False,False
hot dog on roll,ignite grill,monday,dinner,310,False,False,False,False,False,False,False,True,False,,,False,False,False,False
roast beef and swiss melt,green st. panini,monday,dinner,470,True,False,True,False,False,False,False,True,False,False,,False,False,False,False
salami & provolone panini,green st. panini,monday,dinner,580,,,,,,,,,,,,False,False,False,False
vegan mac & cheese,uc veg hot,monday,dinner,470,,,,,,,,,,,,False,False,True,True
roasted cauliflower & pimento cheese toast,uc veg lto,monday,dinner,380,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
middle eastern falafel pita,uc veg lto,monday,dinner,420,,,,,,,,,,,,False,False,False,False
fritos(r) taco pita,vespa lto,monday,dinner,410,False,False,True,False,False,False,False,True,False,,False,False,False,False,False
chicken enchilada,vespa pizza,monday,dinner,350,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
meat lover's flatbread,vespa pizza,monday,dinner,530,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
chocolate brownie,dtg,tuesday,dinner,190,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True
chicken-avocado salad wrap,green st. lto,tuesday,dinner,220,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
chimichurri roasted carrots,uc veg hot,tuesday,dinner,170,False,False,False,False,False,True,False,False,True,True,,False,False,True,True
bacon bbq mac & cheese bowl,vespa lto,tuesday,dinner,630,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
bbq chicken stromboli,vespa pizza,tuesday,dinner,320,,,,,,,,,,,,False,False,False,False
philadelphia roast pork stromboli,vespa pizza,tuesday,dinner,270,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
chicken & veggie pita,green st. lto,wednesday,dinner,410,,,,,,,,,,,,False,False,False,False
shrimp & grits,vespa lto,wednesday,dinner,240,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
chicken fajita pizza,vespa pizza,wednesday,dinner,310,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
taco pizza,vespa pizza,wednesday,dinner,360,,,,,,,,,,,,False,False,False,False
tandoori chicken wrap,green st. lto,thursday,dinner,350,False,False,True,False,False,False,False,True,False,False,,False,False,False,False
cheesy bacon cavatappi,vespa lto,thursday,dinner,370,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
chipotle bbq pork flatbread,vespa pizza,thursday,dinner,460,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
margherita pizza,vespa pizza,thursday,dinner,240,,,,,,,,,,,,False,False,False,True
pesto grilled vegetable wrap,green st. lto,friday,dinner,220,,,,,,,,,,,,False,False,False,True
chickpea panchmael,uc veg hot,friday,dinner,210,,,,,,,,,,,,False,False,True,True
tortellini with meatballs,vespa lto,friday,dinner,380,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
meatball stromboli,vespa pizza,friday,dinner,300,,,,,,,,,,,,False,False,False,False
mediterranean vegetable wrap,green st. lto,saturday,dinner,150,,,,,,,,,,,,False,False,False,True
cauliflower fried rice,uc veg hot,saturday,dinner,230,,,,,,,,,,,,False,False,True,True
sauteed bruschetta ravioli,vespa lto,saturday,dinner,310,,,,,,,,,,,,False,False,False,False
roast pork banh mi,green st. lto,sunday,dinner,420,True,False,False,False,False,False,False,True,False,False,,False,False,False,False
greek meatball melt,ignite lto,sunday,dinner,460,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
vegan chili con carne bowl,uc veg hot,sunday,dinner,210,,,,,,,,,,,,False,False,True,True
chicken poblano flatbread,vespa pizza,sunday,dinner,310,False,False,True,False,False,True,False,True,False,,False,False,False,False,False
spinach & ricotta pizza,vespa pizza,sunday,dinner,270,False,False,True,False,False,False,False,True,False,,False,False,False,False,True
"bacon, egg & cheese bagel",streetfare,monday,breakfast,510,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
breakfast taco,streetfare,monday,breakfast,240,True,False,True,False,False,False,False,True,False,False,,False,False,False,True
vanilla iced donut with sprinkles,dtg,tuesday,breakfast,510,True,False,True,False,False,True,False,True,False,,,False,False,False,True
"sausage, egg & cheese muffin",streetfare,wednesday,breakfast,450,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
tex-mex migas,streetfare,thursday,breakfast,310,,,,,,,,,,,,False,False,False,False
cinnamon donut bites,dtg,friday,breakfast,210,True,False,True,False,False,True,False,True,False,True,,False,False,False,True
"bacon, cheddar & egg stromboli",streetfare,friday,breakfast,370,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
vanilla iced carrot cake,dtg,monday,lunch,360,True,False,True,False,False,False,True,True,False,,,False,False,False,True
chipotle pork & avocado wrap,green st. lto,monday,lunch,170,,,,,,,,,,,,False,False,False,False
vegetarian tomato basil soup,green st. panini,monday,lunch,110,,,,,,,,,,,,False,False,False,True
vegan thai curry,uc veg hot,monday,lunch,360,,,,,,,,,,,,False,False,True,True
apple pecan salad,uc veg salad bar,monday,lunch,640,,,,,,,,,,,,False,False,False,False
thai peanut noodle salad,uc veg salad bar,monday,lunch,190,,,,,,,,,,,,False,False,False,True
miso soup broth,uc veg soup,monday,lunch,25,False,False,False,False,False,True,False,True,False,False,,False,False,False,False
ham & feta pizza,vespa pizza,monday,lunch,230,,,,,,,,,,,,False,False,False,False
apple betty,dtg,tuesday,lunch,200,False,False,True,False,False,True,False,True,False,False,,False,False,False,True
"turkey, apple & honey mustard bagel",green st. lto,tuesday,lunch,120,False,False,False,False,False,False,False,True,False,False,,False,False,False,False
sweet potato fries,ignite grill,tuesday,lunch,190,,,,,,,,,,True,,False,False,False,False
tunisian carrot & walnut salad,uc veg salad bar,tuesday,lunch,130,False,False,False,False,False,False,True,False,True,,,False,False,False,True
pea & mushroom tortellini alfredo,vespa lto,tuesday,lunch,300,True,False,True,False,False,False,False,True,False,,False,False,False,False,False
cream cheese marbled brownie,dtg,wednesday,lunch,240,True,False,True,False,False,True,False,True,False,,,False,False,False,True
vegan chipotle chicken taco,uc veg hot,wednesday,lunch,150,,,,,,,,,,,,False,False,True,True
